May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/nktoan/share/device-mgmt/package/apache-karaf-4.2.8/lock
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-05-14T09:00:30,696 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2020-05-14T09:01:25,513 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-http/3.3.5
2020-05-14T09:01:25,524 | INFO  | paxweb-config-4-thread-1 | JettyServerImpl                  | 225 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | Pax Web available at [0.0.0.0]:[8181]
2020-05-14T09:01:25,550 | INFO  | paxweb-config-4-thread-1 | HttpServiceFactoryImpl           | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.ops4j.pax.web.pax-web-extender-whiteboard [240]] to http service
2020-05-14T09:01:25,574 | INFO  | features-3-thread-1 | HttpServiceFactoryImpl           | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.apache.cxf.cxf-rt-transports-http [126]] to http service
2020-05-14T09:01:25,577 | INFO  | paxweb-config-4-thread-1 | HttpServiceFactoryImpl           | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.apache.karaf.http.core [145]] to http service
2020-05-14T09:01:25,610 | INFO  | activator-1-thread-4 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.http.core/4.2.8
2020-05-14T09:01:25,720 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletExporter                  | 126 - org.apache.cxf.cxf-rt-transports-http - 3.3.5 | Registering new instance of "/cxf" servlet
2020-05-14T09:01:25,722 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-jaxws/3.3.5
2020-05-14T09:01:25,732 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-security-saml/3.3.5
2020-05-14T09:01:25,734 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-addr/3.3.5
2020-05-14T09:01:25,743 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-mex/3.3.5
2020-05-14T09:01:25,745 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-security/3.3.5
2020-05-14T09:01:25,747 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-rm/3.3.5
2020-05-14T09:01:25,755 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | will add org.apache.jasper.servlet.JasperInitializer to ServletContainerInitializers
2020-05-14T09:01:25,755 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | Skipt org.apache.jasper.servlet.JasperInitializer, because specialized handler will be present
2020-05-14T09:01:25,756 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | will add org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer to ServletContainerInitializers
2020-05-14T09:01:25,759 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | added ServletContainerInitializer: org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer
2020-05-14T09:01:25,760 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | will add org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer to ServletContainerInitializers
2020-05-14T09:01:25,799 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-udp/3.3.5
2020-05-14T09:01:25,799 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-clustering/3.3.5
2020-05-14T09:01:25,836 | INFO  | features-3-thread-1 | BlueprintContainerImpl           | 80 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.apache.cxf.cxf-rt-features-clustering/3.3.5 has been started
2020-05-14T09:01:25,843 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-databinding-aegis/3.3.5
2020-05-14T09:01:25,846 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-http-jetty/3.3.5
2020-05-14T09:01:25,919 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-corba/3.3.5
2020-05-14T09:01:25,922 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-jaxrs/3.3.5
2020-05-14T09:01:25,929 | INFO  | Blueprint Extender: 3 | BlueprintContainerImpl           | 80 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle com.tma.apa.training.device.management.device-mgmt-rest/1.0.0.SNAPSHOT is waiting for namespace handlers [http://cxf.apache.org/blueprint/core]
2020-05-14T09:01:25,933 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-client/3.3.5
2020-05-14T09:01:25,939 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-js/3.3.5
2020-05-14T09:01:25,941 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-extension-search/3.3.5
2020-05-14T09:01:25,946 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-json-basic/3.3.5
2020-05-14T09:01:25,950 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-extension-providers/3.3.5
2020-05-14T09:01:25,953 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-service-description/3.3.5
2020-05-14T09:01:25,956 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-jms/3.3.5
2020-05-14T09:01:25,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-coloc/3.3.5
2020-05-14T09:01:26,047 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-local/3.3.5
2020-05-14T09:01:26,048 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.karaf.cxf-karaf-commands/3.3.5
2020-05-14T09:01:26,075 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.cxf.karaf.cxf-karaf-commands/3.3.5
2020-05-14T09:01:26,087 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-javascript/3.3.5
2020-05-14T09:01:26,090 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-metrics/3.3.5
2020-05-14T09:01:26,093 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-logging/3.3.5
2020-05-14T09:01:26,117 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-throttling/3.3.5
2020-05-14T09:01:26,119 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-core/3.3.5
2020-05-14T09:01:26,147 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-bindings-corba (104) [org.apache.cxf.binding.corba.CorbaBindingFactory, org.apache.cxf.binding.corba.wsdl.WSDLExtensionRegister]
2020-05-14T09:01:26,150 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-bindings-soap (105) [org.apache.cxf.binding.soap.SoapBindingFactory, org.apache.cxf.binding.soap.SoapTransportFactory]
2020-05-14T09:01:26,151 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-bindings-xml (106) [org.apache.cxf.binding.xml.XMLBindingFactory, org.apache.cxf.binding.xml.wsdl11.XMLWSDLExtensionLoader]
2020-05-14T09:01:26,152 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-features-logging (110) [org.apache.cxf.ext.logging.LoggingFactoryBeanListener, org.apache.cxf.ext.logging.OldLoggingFactoryBeanListener, org.apache.cxf.ext.logging.LoggingBusLifecycleListener]
2020-05-14T09:01:26,153 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-features-metrics (111) [org.apache.cxf.metrics.MetricsProvider]
2020-05-14T09:01:26,159 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-frontend-jaxrs (113) [org.apache.cxf.jaxrs.JAXRSBindingFactory]
2020-05-14T09:01:26,161 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-frontend-jaxws (114) [org.apache.cxf.jaxws.context.WebServiceContextResourceResolver]
2020-05-14T09:01:26,162 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-javascript (117) [org.apache.cxf.javascript.JavascriptServerListener]
2020-05-14T09:01:26,163 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-management (118) [org.apache.cxf.management.InstrumentationManager]
2020-05-14T09:01:26,163 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-rs-service-description (123) [org.apache.cxf.jaxrs.model.wadl.WadlGenerator]
2020-05-14T09:01:26,164 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-http (126) [org.apache.cxf.transport.http.HTTPTransportFactory, org.apache.cxf.transport.http.HTTPWSDLExtensionLoader, org.apache.cxf.transport.http.policy.HTTPClientAssertionBuilder, org.apache.cxf.transport.http.policy.HTTPServerAssertionBuilder, org.apache.cxf.transport.http.policy.NoOpPolicyInterceptorProvider]
2020-05-14T09:01:26,165 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-http-jetty (127) [org.apache.cxf.transport.http_jetty.JettyDestinationFactory, org.apache.cxf.transport.http_jetty.JettyHTTPServerEngineFactory, org.apache.cxf.transport.http.ContinuationProviderFactory]
2020-05-14T09:01:26,165 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-jms (128) [org.apache.cxf.transport.jms.JMSTransportFactory, org.apache.cxf.transport.jms.wsdl11.JMSWSDLExtensionLoader]
2020-05-14T09:01:26,166 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-local (129) [org.apache.cxf.transport.local.LocalTransportFactory]
2020-05-14T09:01:26,166 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-udp (130) [org.apache.cxf.transport.udp.UDPTransportFactory]
2020-05-14T09:01:26,167 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-addr (131) [org.apache.cxf.ws.addressing.policy.AddressingAssertionBuilder, org.apache.cxf.ws.addressing.policy.UsingAddressingAssertionBuilder, org.apache.cxf.ws.addressing.policy.AddressingPolicyInterceptorProvider, org.apache.cxf.ws.addressing.impl.AddressingWSDLExtensionLoader, org.apache.cxf.ws.addressing.WSAddressingFeature$WSAddressingFeatureApplier, org.apache.cxf.ws.addressing.MAPAggregator$MAPAggregatorLoader]
2020-05-14T09:01:26,168 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-mex (132) [org.apache.cxf.ws.mex.MEXServerListener]
2020-05-14T09:01:26,169 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-policy (133) [org.apache.cxf.ws.policy.PolicyEngine, org.apache.cxf.policy.PolicyDataEngine, org.apache.cxf.ws.policy.AssertionBuilderRegistry, org.apache.cxf.ws.policy.PolicyInterceptorProviderRegistry, org.apache.cxf.ws.policy.PolicyBuilder, org.apache.cxf.ws.policy.PolicyAnnotationListener, org.apache.cxf.ws.policy.attachment.ServiceModelPolicyProvider, org.apache.cxf.ws.policy.attachment.external.DomainExpressionBuilderRegistry, org.apache.cxf.ws.policy.attachment.external.EndpointReferenceDomainExpressionBuilder, org.apache.cxf.ws.policy.attachment.external.URIDomainExpressionBuilder, org.apache.cxf.ws.policy.attachment.wsdl11.Wsdl11AttachmentPolicyProvider, org.apache.cxf.ws.policy.mtom.MTOMAssertionBuilder, org.apache.cxf.ws.policy.mtom.MTOMPolicyInterceptorProvider]
2020-05-14T09:01:26,169 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-rm (134) [org.apache.cxf.ws.rm.RMManager, org.apache.cxf.ws.rm.policy.RMPolicyInterceptorProvider, org.apache.cxf.ws.rm.policy.RM10AssertionBuilder, org.apache.cxf.ws.rm.policy.RM12AssertionBuilder, org.apache.cxf.ws.rm.policy.WSRMP12PolicyLoader, org.apache.cxf.ws.rm.policy.MC11PolicyLoader, org.apache.cxf.ws.rm.policy.RSPPolicyLoader]
2020-05-14T09:01:26,170 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-security (135) [org.apache.cxf.ws.security.policy.WSSecurityPolicyLoader, org.apache.cxf.ws.security.cache.CacheCleanupListener]
2020-05-14T09:01:26,171 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-wsdl (136) [org.apache.cxf.wsdl.WSDLManager]
2020-05-14T09:01:26,199 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-xml/3.3.5
2020-05-14T09:01:26,202 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.tma.apa.training.device.management.device-mgmt-impl/1.0.0.SNAPSHOT
2020-05-14T09:01:26,210 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | added ServletContainerInitializer: org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer
2020-05-14T09:01:26,282 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 80 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle com.tma.apa.training.device.management.device-mgmt-rest/1.0.0.SNAPSHOT is waiting for dependencies [(objectClass=com.tma.apa.training.device.mgmt.service.DeviceHolderService), (objectClass=com.tma.apa.training.device.mgmt.service.DeviceService)]
2020-05-14T09:01:26,375 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | HttpServiceContext               | 225 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | registering context DefaultHttpContext [bundle=org.apache.cxf.cxf-rt-transports-http [126], contextID=default], with context-name: 
2020-05-14T09:01:26,410 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | HttpServiceContext               | 225 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | registering JasperInitializer
2020-05-14T09:01:26,443 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | WebSocketServerFactory           | 196 - org.eclipse.jetty.util - 9.4.22.v20191022 | No DecoratedObjectFactory provided, using new org.eclipse.jetty.util.DecoratedObjectFactory[decorators=1]
2020-05-14T09:01:26,468 | INFO  | features-3-thread-1 | PersistenceBundleTracker         | 91 - org.apache.aries.jpa.container - 2.7.2 | Found persistence unit device-hibernate in bundle com.tma.apa.training.device.management.device-mgmt-impl with provider org.hibernate.jpa.HibernatePersistenceProvider.
2020-05-14T09:01:26,469 | INFO  | features-3-thread-1 | PersistenceProviderTracker       | 91 - org.apache.aries.jpa.container - 2.7.2 | Found provider for device-hibernate org.hibernate.jpa.HibernatePersistenceProvider
2020-05-14T09:01:26,471 | INFO  | features-3-thread-1 | LogHelper                        | 208 - org.hibernate.orm.core - 5.4.2.Final | HHH000204: Processing PersistenceUnitInfo [name: device-hibernate]
2020-05-14T09:01:27,289 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | session                          | 196 - org.eclipse.jetty.util - 9.4.22.v20191022 | DefaultSessionIdManager workerName=node0
2020-05-14T09:01:27,290 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | session                          | 196 - org.eclipse.jetty.util - 9.4.22.v20191022 | No SessionScavenger set, using defaults
